Property_Name,Location,Region,Property_Age,Availability,Area_Type,Area_SqFt,Rate_SqFt,Floor_No,Bedroom,Bathroom,Price_Lakh
1383,Paradise Sai World City ,Palspa Fata Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,0 to 1 Year,Ready To Move,Carpet Area,1100.0,15909.0,15.0,3,3,175.0
1384,Paradise Sai World City ,Palaspa Fata Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,0 to 1 Year,Ready To Move,Carpet Area,825.0,16363.0,15.0,2,2,135.0
1385,Aryan Land Breeze ,Sec 10 Sector 10 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1100.0,8545.0,3.0,2,2,94.0
1386,Hiranandani Rodas Enclave ,Hiranandani Estate Thane Mumbai,Hiranandani-Estate Thane,5 to 10 Year,Ready To Move,Carpet Area,1500.0,24333.0,2.0,4,3,365.0
1387,Unnamed Property,12th Sector 14 Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1600.0,14875.0,12.0,3,3,238.0
1388,Unnamed Property,Badlapur West Mumbai Beyond Thane Mumbai,Mumbai Thane,0 to 1 Year,Ready To Move,Built Up Area,650.0,5044.0,3.0,1,1,32.8
1389,Unnamed Property,Badlapur West Mumbai Beyond Thane Mumbai,Mumbai Thane,0 to 1 Year,Ready To Move,Built Up Area,900.0,4728.0,4.0,2,2,42.6
1390,Unnamed Property,Badlapur Mumbai Beyond Thane Mumbai,Mumbai Thane,0 to 1 Year,Ready To Move,Built Up Area,650.0,4615.0,5.0,1,1,30.0
1391,Shashwat Park 2 ,Badlapur West Mumbai Beyond Thane Mumbai,Mumbai Thane,1 to 5 Year,Ready To Move,Built Up Area,620.0,3387.0,0.0,1,1,21.0
1392,Shashwat Park ,Manjarli Mumbai Beyond Thane Mumbai,Mumbai Thane,1 to 5 Year,Ready To Move,Built Up Area,635.0,3425.0,7.0,1,1,21.8
1393,Heramb Park ,Badlapur West Mumbai Beyond Thane Mumbai,Mumbai Thane,1 to 5 Year,Ready To Move,Built Up Area,600.0,3333.0,0.0,1,1,20.0
1394,Heramb Park ,Badlapur West Mumbai Beyond Thane Mumbai,Mumbai Thane,1 to 5 Year,Ready To Move,Carpet Area,443.0,4966.0,7.0,1,1,22.0
1395,Unnamed Property,Neral Mumbai Beyond Thane Mumbai,Mumbai Thane,0 to 1 Year,Ready To Move,Carpet Area,410.0,4634.0,3.0,1,1,19.0
1396,Lodha Casa Bella Gold ,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,628.0,8439.0,5.0,2,2,53.0
1397,Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,686.0,8600.0,7.0,2,2,59.0
1398,L and T Emerald Isle ,304 Powai Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1356.0,19026.0,15.0,2,2,258.0
1399,Unnamed Property,Near Thakur Aspire Thakur Village Mumbai,Thakur Village,0 to 1 Year,Ready To Move,Carpet Area,600.0,25833.0,16.0,2,2,155.0
1400,L and T Emerald Isle ,210 Powai Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,986.0,19979.0,21.0,2,2,197.0
1401,Unnamed Property,Middle Sector 20 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1150.0,7217.0,4.0,2,2,83.0
1402,Gurukrupa Aramus Complex ,Ulwe Sector 21 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1199.0,7172.0,4.0,2,2,86.0
1403,Pratik Regalia ,Ulwe Sector 21 Sector 21 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1107.0,6639.0,3.0,2,2,73.5
1404,Yogsiddhi Sumukh Hills ,703 Kandivali East Mumbai,Kandivali Mumbai,0 to 1 Year,Ready To Move,Carpet Area,620.0,26612.0,7.0,2,2,165.0
1405,Raunak Unnathi Woods Phase 6 ,Thane West Thane Mumbai,Thane Thane,1 to 5 Year,Ready To Move,Super Built Up Area,989.0,8594.0,5.0,2,2,85.0
1406,Prasham Vishal 2 ,602 Borivali West Mumbai,Borivali Mumbai,1 to 5 Year,Ready To Move,Carpet Area,904.0,33738.0,6.0,3,3,305.0
1407,Unnamed Property,Malad West Mumbai,Malad Mumbai,10+ Year,Ready To Move,Carpet Area,500.0,14400.0,5.0,1,1,72.0
1408,Vijay Park ,Kasar vadavali Thane Mumbai,Vadavali Thane,10+ Year,Ready To Move,Super Built Up Area,600.0,8083.0,3.0,1,1,48.5
1409,Omkar Alta Monte ,Omkar Alta Monte Malad East Malad East Mumbai,Malad Malad,0 to 1 Year,Ready To Move,Super Built Up Area,1750.0,25645.0,25.5,3,3,318.0
1410,Haware Tiara ,Sector 13 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Built Up Area,1550.0,10967.0,11.0,3,3,170.0
1411,Unnamed Property,Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,10+ Year,Ready To Move,Super Built Up Area,1200.0,7666.0,4.0,2,2,92.0
1412,Sai Ashirwad ,Mira Road Mira Road And Beyond Mumbai,Mira Road,10+ Year,Ready To Move,Super Built Up Area,360.0,10138.0,0.0,1,1,36.5
1413,Advance Heights ,Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1130.0,8849.0,13.0,2,2,100.0
1414,Unnamed Property,Ghotkamp Koyana Vele Navi Mumbai Mumbai,Vele Navi-Mumbai,0 to 1 Year,Ready To Move,Carpet Area,600.0,7500.0,2.0,2,2,45.0
1415,Siddhivinayak Garima ,Taloja Navi Mumbai Mumbai,Taloja Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,400.0,8000.0,2.0,1,2,32.0
1416,Unnamed Property,Juhu Mumbai South West Mumbai,Juhu Mumbai,10+ Year,Ready To Move,Super Built Up Area,1943.875,42105.0,1.0,4,4,399.5
1417,Unnamed Property,Juhu Mumbai South West Mumbai,Juhu Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1500.0,30000.0,5.0,3,3,399.5
1418,Gajora Kalpavruksha Valley ,Sector 23 Taloja Navi Mumbai Mumbai,Taloja Navi-Mumbai,0 to 1 Year,Ready To Move,Carpet Area,1943.875,84.0,1.0,1,2,42.0
1419,Sai Kaveesha ,Taloja Navi Mumbai Mumbai,Taloja Navi-Mumbai,0 to 1 Year,Ready To Move,Carpet Area,420.0,8571.0,10.0,1,1,36.0
1420,Sai Kaveesha ,Taloja Navi Mumbai Mumbai,Taloja Navi-Mumbai,0 to 1 Year,Ready To Move,Carpet Area,421.0,8313.0,11.0,1,1,35.0
1421,Paradise Sai Riverdale ,Taloja Panchanand Navi Mumbai Mumbai,Panchanand Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1115.0,7174.0,3.0,2,2,80.0
1422,Baline Residency ,Taloja Panchanand Navi Mumbai Mumbai,Panchanand Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1020.0,7352.0,3.0,2,2,75.0
1423,Baline Residency ,Taloja Panchanand Navi Mumbai Mumbai,Panchanand Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1150.0,6521.0,2.0,2,2,75.0
1424,Unnamed Property,Dahisar West Mumbai,Dahisar Mumbai,1 to 5 Year,Ready To Move,Carpet Area,536.0,27238.0,1.0,2,2,146.0
1425,Unnamed Property,Borivali West Mumbai,Borivali Mumbai,0 to 1 Year,Ready To Move,Carpet Area,565.0,28672.0,13.0,2,2,162.0
1426,Unnamed Property,Borivali West Mumbai,Borivali Mumbai,10+ Year,Ready To Move,Carpet Area,450.0,23333.0,2.0,1,1,105.0
1427,Unnamed Property,Vazira Mumbai,Vazira Mumbai,5 to 10 Year,Ready To Move,Carpet Area,400.0,27500.0,6.0,1,1,110.0
1428,Mallhar Bhimashankar Heights ,Kandarpada Mumbai,Kandarpada Mumbai,0 to 1 Year,Ready To Move,Carpet Area,734.0,26566.0,19.0,2,3,195.0
1429,Omkar Vive ,kurla west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,409.0,25672.0,2.0,1,1,105.0
1430,Ventures Residency ,123 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1230.0,7317.0,11.0,2,2,90.0
1431,Bhoomi Park ,302 Jankalyan Nagar Mumbai,Jankalyan Nagar,10+ Year,Ready To Move,Super Built Up Area,625.0,14080.0,3.0,1,2,88.0
1432,Silicon Park ,1401 Jankalyan Nagar Mumbai,Jankalyan Nagar,1 to 5 Year,Ready To Move,Super Built Up Area,700.0,12857.0,14.0,1,2,90.0
1433,Gurukrupa Marina Enclave ,1301 Malad West Mumbai,Malad Mumbai,1 to 5 Year,Ready To Move,Carpet Area,452.0,23230.0,13.0,1,2,105.0
1434,Gurukrupa Marina Enclave ,1202 Malad West Mumbai,Malad Mumbai,0 to 1 Year,Ready To Move,Carpet Area,638.0,22257.0,12.0,2,2,142.0
1435,Gurukrupa Marina Enclave ,1201 Malad West Mumbai,Malad Mumbai,0 to 1 Year,Ready To Move,Carpet Area,635.0,22204.0,12.0,2,2,141.0
1436,Gurukrupa Marina Enclave ,1203 Malad West Mumbai,Malad Mumbai,0 to 1 Year,Ready To Move,Carpet Area,635.0,24409.0,12.0,2,2,155.0
1437,Gurukrupa Marina Enclave ,1204 Malad West Mumbai,Malad Mumbai,0 to 1 Year,Ready To Move,Carpet Area,838.0,24105.0,12.0,3,3,202.0
1438,Bhoomi Park ,901 Jankalyan Nagar Mumbai,Jankalyan Nagar,10+ Year,Ready To Move,Super Built Up Area,1200.0,15416.0,9.0,3,3,185.0
1439,Tricity Symphony ,Sector 35 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1080.0,8333.0,5.0,2,2,90.0
1440,Royal Oasis ,1302 Jankalyan Nagar Mumbai,Jankalyan Nagar,5 to 10 Year,Ready To Move,Carpet Area,669.0,21001.0,13.0,2,2,141.0
1441,Royal Oasis ,902 Jankalyan Nagar Mumbai,Jankalyan Nagar,5 to 10 Year,Ready To Move,Carpet Area,600.0,22500.0,9.0,2,2,135.0
1442,Royal Oasis ,805 Jankalyan Nagar Mumbai,Jankalyan Nagar,5 to 10 Year,Ready To Move,Carpet Area,600.0,23333.0,8.0,2,2,140.0
1443,Ahuja Sea Shell Apartment ,Sector 8 Charkop Mumbai,Charkop Mumbai,10+ Year,Ready To Move,Carpet Area,675.0,18962.0,2.0,2,2,128.0
1444,Sunteck City Avenue 1 ,1903 Goregaon West Mumbai,Goregaon Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1200.0,19916.0,19.0,2,2,239.0
1445,Yashwant Arcade CHS ,Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,5 to 10 Year,Ready To Move,Carpet Area,650.0,14769.0,2.0,2,2,96.0
1446,Triveni Laurel ,1652 Gauripada Mumbai Beyond Thane Mumbai,Mumbai Thane,5 to 10 Year,Ready To Move,Super Built Up Area,1156.0,9083.0,15.0,2,2,105.0
1447,Unnamed Property,6542 Khadakpada Mumbai Beyond Thane Mumbai,Mumbai Thane,5 to 10 Year,Ready To Move,Built Up Area,1545.0,7896.0,9.0,3,3,122.0
1448,Kings Court by TCJ Realty ,1235 Kalyan West Mumbai Beyond Thane Mumbai,Mumbai Thane,5 to 10 Year,Ready To Move,Super Built Up Area,1170.0,7008.0,3.0,2,2,82.0
1449,Tharwani Riverdale ,2356 Khadakpada Mumbai Beyond Thane Mumbai,Mumbai Thane,5 to 10 Year,Ready To Move,Super Built Up Area,1130.0,6637.0,2.0,2,2,75.0
1450,Mohan Highlands ,Katrap Mumbai Beyond Thane Mumbai,Mumbai Thane,1 to 5 Year,Ready To Move,Built Up Area,1330.0,4511.0,3.0,3,3,60.0
1451,Unnamed Property,secter 7 koparkhairne Navi Mumbai Mumbai,Koparkhairne Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1050.0,10476.0,0.0,2,2,110.0
1452,Deep Manohar Shreeji Nirvana ,Badlapur East Mumbai Beyond Thane Mumbai,Mumbai Thane,1 to 5 Year,Ready To Move,Built Up Area,800.0,4625.0,1.0,2,2,37.0
1453,Satyam Paradise ,Katrap Mumbai Beyond Thane Mumbai,Mumbai Thane,5 to 10 Year,Ready To Move,Built Up Area,875.0,4228.0,6.0,2,2,37.0
1454,Unnamed Property,1234 Tilak chowk Mumbai Beyond Thane Mumbai,Mumbai Thane,1 to 5 Year,Ready To Move,Built Up Area,925.0,10270.0,6.0,2,2,95.0
1455,Unnamed Property,4532 Adharwadi Mumbai Beyond Thane Mumbai,Mumbai Thane,10+ Year,Ready To Move,Built Up Area,1943.875,5733.0,14.0,4,4,172.0
1456,Unnamed Property,Vile Parle East Mumbai South West Mumbai,Parle Mumbai,0 to 1 Year,Ready To Move,Built Up Area,1253.0,32162.0,10.0,3,3,399.5
1457,Maghnani Euphoria ,Near New Daily Mart Sector 18 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,703.0,7611.0,1.0,1,2,53.5
1458,Unnamed Property,Near Ramseth Thakur Sports Complex Sector 16 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1000.0,7000.0,2.0,2,2,70.0
1459,Lodha Aurum Grande ,Kanjur Marg East Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Carpet Area,795.0,26415.0,25.5,2,2,210.0
1460,Arkade Earth ,Kanjur Marg East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1122.0,17647.0,19.0,2,2,198.0
1461,Kanakia Hollywood ,Versova Mumbai,Versova Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1550.0,43437.375,15.0,4,4,399.5
1462,Unnamed Property,Bandra East Mumbai South West Mumbai,Bandra Mumbai,10+ Year,Ready To Move,Carpet Area,380.0,27631.0,3.0,1,1,105.0
1463,Cosmos Park ,kavesar Thane Mumbai,Kavesar Thane,5 to 10 Year,Ready To Move,Carpet Area,850.0,14117.0,7.0,2,3,120.0
1464,Cosmos Park ,kavesar Thane Mumbai,Kavesar Thane,5 to 10 Year,Ready To Move,Super Built Up Area,625.0,9600.0,1.0,1,2,60.0
1465,Cosmos Park ,kavesar Thane Mumbai,Kavesar Thane,5 to 10 Year,Ready To Move,Carpet Area,580.0,14655.0,4.0,2,2,85.0
1466,Evershine Avenue ,Virar West Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,980.0,4285.0,1.0,2,2,42.0
1467,Agarwal Solitaire ,Virar West Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,625.0,5365.0,6.0,1,2,33.0
1468,Vishwa Hans ,602 Sector 35 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,822.0,14233.0,8.0,2,2,117.0
1469,Vijay Vilas ,kavesar Thane Mumbai,Kavesar Thane,5 to 10 Year,Ready To Move,Super Built Up Area,935.0,9411.0,7.0,2,2,88.0
1470,Unnamed Property,501 Bhandup Village Road Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Built Up Area,540.0,15740.0,5.0,1,2,85.0
1471,Unnamed Property,Bhandup East Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Built Up Area,435.0,18390.0,6.0,1,1,80.0
1472,Orovia Phase 1 ,Hiranandani Estate Thane Mumbai,Hiranandani-Estate Thane,0 to 1 Year,Ready To Move,Carpet Area,880.0,15340.0,15.0,3,3,135.0
1473,Trishul Symphony ,Sector 19 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1943.875,8700.0,12.0,3,3,174.0
1474,Rachna Mangala Residency ,Taloja Navi Mumbai Mumbai,Taloja Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1250.0,6400.0,16.0,2,2,80.0
1475,Unnamed Property,Dombivli West Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Built Up Area,960.0,8645.0,5.0,2,2,83.0
1476,Agarwal Lifestyle ,603 Virar West Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,710.0,4987.0,6.0,1,2,35.4
1477,Bhairaav Gold Crest Residency ,102 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,693.0,12987.0,10.0,1,1,90.0
1478,Mahavir Kanti Pride ,Vasai East Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Carpet Area,370.0,10810.0,2.0,1,1,40.0
1479,Unnamed Property,Pokhran 2 Thane Mumbai,Pokhran Thane,10+ Year,Ready To Move,Carpet Area,400.0,18000.0,4.0,1,1,72.0
1480,Goodwill Gardens ,Sector 8 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Built Up Area,950.0,11052.0,1.0,2,2,105.0
1481,Siddharth Geetanjali Sujay ,002 Sector 34 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1943.875,14125.0,6.0,6,6,339.0
1482,Siddharth Geetanjali Sujay ,001 Sector 34 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1615.0,15130.0,9.0,3,3,174.0
1483,B Chopda Oval Apartments ,000 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1630.0,10490.0,9.0,3,3,171.0
1484,B Chopda Oval Apartments ,000 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1943.875,10281.0,25.5,6,6,329.0
1485,DSS Mahavir Classik ,Mahavir Classik Powai Central Mumbai suburbs Mumbai,Central Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,850.0,15883.0,8.0,1,2,135.0
1486,DSS Mahavir Classik ,Flat No 701 And 702 C Wing Powai Central Mumbai suburbs Mumbai,Central Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1500.0,18334.0,7.0,4,4,295.0
1487,Swaraj Symphony ,Sector 10 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Built Up Area,640.0,8125.0,1.0,1,1,52.0
1488,Prachi Residency ,304 Badlapur Mumbai Beyond Thane Mumbai,Mumbai Thane,0 to 1 Year,Ready To Move,Carpet Area,480.0,6875.0,3.0,2,2,33.0
1489,Wadhawa The Nest ,111 DN Nagar Mumbai,Dn Nagar,0 to 1 Year,Ready To Move,Carpet Area,1330.0,39849.0,2.0,3,4,399.5
1490,Lodha Fiorenza ,Goregaon East Mumbai,Goregaon Mumbai,1 to 5 Year,Ready To Move,Carpet Area,887.0,33483.0,18.0,2,2,297.0
1491,Raj Shreeji Iconic ,Near Panvel Highway Badlapur East Mumbai Beyond Thane Mumbai,Mumbai Thane,0 to 1 Year,Ready To Move,Built Up Area,575.0,4608.0,3.0,1,1,26.5
1492,Lodha New Cuffe Parade ,008 Wadala Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Carpet Area,957.0,29153.0,21.0,2,2,279.0
1493,Panvelkar Estate ,003 Badlapur East Mumbai Beyond Thane Mumbai,Mumbai Thane,1 to 5 Year,Ready To Move,Super Built Up Area,575.0,3086.0,0.0,1,1,17.8
1494,Lodha New Cuffe Parade ,008 Wadala Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Carpet Area,956.0,30020.0,25.5,2,2,287.0
1495,Lodha New Cuffe Parade ,008 Wadala Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1395.0,19713.0,25.5,2,2,275.0
1496,Indiabulls Greens ,Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1400.0,8857.0,9.0,3,3,124.0
1497,Indiabulls Greens ,Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,891.0,7126.0,7.0,2,2,63.5
1498,Indiabulls Greens ,Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,891.0,6930.0,3.0,2,2,61.8
1499,Indiabulls Greens ,Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,891.0,6228.0,10.0,2,2,55.5
1500,Indiabulls Greens ,Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1678.0,7508.0,25.5,4,4,126.0
1501,Indiabulls Greens ,Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,891.0,7239.0,14.0,2,2,64.5
1502,Indiabulls Greens ,Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1690.0,5147.0,19.0,3,3,87.0
1503,Unnamed Property,Chikuwadi Mumbai,Chikuwadi Mumbai,10+ Year,Ready To Move,Carpet Area,600.0,25833.0,7.0,2,2,155.0
1504,Unnamed Property,001 Shirgaon Mumbai Beyond Thane Mumbai,Mumbai Thane,0 to 1 Year,Ready To Move,Super Built Up Area,600.0,3500.0,0.0,1,1,21.0
1505,Shanti Green Palms ,Sector 15 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1570.0,12738.0,3.0,3,3,200.0
1506,City Century One ,Sector 21 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,890.0,11797.0,14.0,2,2,105.0
1507,City Century One ,Sector 21 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1000.0,10700.0,9.0,2,2,107.0
1508,Shanti Green Palms ,Sector 15 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,0 to 1 Year,Ready To Move,Built Up Area,1570.0,12101.0,7.0,3,3,190.0
1509,SD Alpine ,Kandivali East Mumbai,Kandivali Mumbai,1 to 5 Year,Ready To Move,Carpet Area,898.0,30623.0,2.0,3,2,275.0
1510,Ajmera New Era ,Kalyan West Mumbai Beyond Thane Mumbai,Mumbai Thane,1 to 5 Year,Ready To Move,Super Built Up Area,711.0,7735.0,11.0,1,2,55.0
1511,Raj Tulsi City ,Badlapur East Mumbai Beyond Thane Mumbai,Mumbai Thane,5 to 10 Year,Ready To Move,Super Built Up Area,615.0,3577.0,4.0,1,1,22.0
1512,SD Epsilon Tower ,W E Highway kandivali East Thakur Village Mumbai,Thakur Village,0 to 1 Year,Ready To Move,Super Built Up Area,1280.0,18750.0,25.5,2,2,240.0
1513,SD Epsilon Tower ,W E Highway kandivali East Thakur Village Mumbai,Thakur Village,0 to 1 Year,Ready To Move,Super Built Up Area,1050.0,20000.0,25.5,2,2,210.0
1514,Marathon Galaxy ,Moti Nagar Central Mumbai suburbs Mumbai,Central Mumbai,5 to 10 Year,Ready To Move,Carpet Area,900.0,31666.0,3.0,3,3,285.0
1515,Runwal Greens ,Mulund West Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Carpet Area,1240.0,23387.0,25.5,3,3,290.0
1516,Nirmal Lifestyle Residency CHS ,Mulund West Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,850.0,21764.0,14.0,2,2,185.0
1517,Runwal Greens ,Mulund West Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Carpet Area,1382.0,21345.0,25.5,3,3,295.0
1518,L and T Crescent Bay ,Parel South Mumbai Mumbai,Parel Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1402.0,38018.0,20.0,2,2,330.0
1519,Kalpataru Sunrise ,1111 Balkum Thane Mumbai,Balkum Thane,0 to 1 Year,Ready To Move,Super Built Up Area,1200.0,11666.0,25.0,2,2,140.0
1520,Unnamed Property,3333 Kolshet Road Thane Mumbai,Road Thane,1 to 5 Year,Ready To Move,Super Built Up Area,850.0,8823.0,23.0,1,2,75.0
1521,Siddhi Highland Gardens ,1111 Dhokali Thane Mumbai,Dhokali Thane,1 to 5 Year,Ready To Move,Built Up Area,710.0,10845.0,3.0,1,2,77.0
1522,Unnamed Property,2222 Thane West Thane Mumbai,Thane Thane,5 to 10 Year,Ready To Move,Super Built Up Area,1850.0,9729.0,20.0,4,3,180.0
1523,Everest World Aspen ,222 Thane West Thane Mumbai,Thane Thane,5 to 10 Year,Ready To Move,Super Built Up Area,1050.0,10952.0,11.0,2,2,115.0
1524,Sheth Avalon ,A 110 Laxmi Nagar Thane Mumbai,Nagar Thane,0 to 1 Year,Ready To Move,Super Built Up Area,1299.0,13163.0,14.0,2,2,171.0
1525,Omkar Alta Monte ,Malad East Mumbai,Malad Mumbai,1 to 5 Year,Ready To Move,Carpet Area,920.0,26086.0,20.0,2,2,240.0
1526,Ashar Sapphire And Galleria ,1111 Thane West Thane Mumbai,Thane Thane,0 to 1 Year,Ready To Move,Super Built Up Area,1250.0,24210.0,25.5,3,3,230.0
1527,Unnamed Property,1111 Kolshet Road Thane Mumbai,Road Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1450.0,12068.0,15.0,3,2,175.0
1528,Lodha Luxuria ,Majiwada Thane Mumbai,Majiwada Thane,5 to 10 Year,Ready To Move,Super Built Up Area,1220.0,11065.0,22.0,2,2,135.0
1529,Veena Senterio ,Chembur East Chembur East Mumbai Harbour Mumbai,Mumbai Harbour,0 to 1 Year,Ready To Move,Carpet Area,440.0,26363.0,12.0,1,2,116.0
1530,Neelkanth Greens ,2 5bhk Very Luxurious Property For Sell Manpada Thane Mumbai,Manpada Thane,5 to 10 Year,Ready To Move,Super Built Up Area,1300.0,14615.0,19.0,3,2,190.0
1531,Unnamed Property,Powai Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,777.0,43437.375,7.0,2,2,340.0
1532,Unnamed Property,2bhk Very Spacious Flat Available For Sell Close Viviana Mall khopat Thane Mumbai,Khopat Thane,10+ Year,Ready To Move,Super Built Up Area,1040.0,12500.0,9.0,2,2,130.0
1534,Gala Pride Presidency Luxuria ,Kailash Nagar Thane Mumbai,Nagar Thane,5 to 10 Year,Ready To Move,Super Built Up Area,760.0,11052.0,18.0,1,1,84.0
1535,Runwal Eirene ,1bhk Very Spacious New Brand Property Available For Sell Balkum Thane Mumbai,Balkum Thane,1 to 5 Year,Ready To Move,Super Built Up Area,665.0,11278.0,9.0,1,2,75.0
1536,Oberoi Exquisite ,Oberoi Exquisite Oberoi International School nr Oberoi Mall Film City Rd goregaon East mum 400063 Goregaon East Mumbai,Mum Goregaon,5 to 10 Year,Ready To Move,Super Built Up Area,1690.0,30917.0,7.0,3,3,399.5
