Property_Name,Location,Region,Property_Age,Availability,Area_Type,Area_SqFt,Rate_SqFt,Floor_No,Bedroom,Bathroom,Price_Lakh
Godrej Hill ,201 Kalyan West Mumbai Beyond Thane Mumbai,Mumbai Thane,10+ Year,Ready To Move,Super Built Up Area,585.0,5726,2,1,1,33.5
Raunak City 2 ,201 Kalyan West Mumbai Beyond Thane Mumbai,Mumbai Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1000.0,6000,2,2,2,60.0
Unnamed Property,404 Adharwadi Mumbai Beyond Thane Mumbai,Mumbai Thane,1 to 5 Year,Ready To Move,Carpet Area,730.0,11095,4,2,2,81.0
Triveni Majesta ,203 Kalyan West Mumbai Beyond Thane Mumbai,Mumbai Thane,0 to 1 Year,Ready To Move,Built Up Area,1250.0,10240,5,2,2,128.0
Unnamed Property,403 Wayle Nagar Mumbai Beyond Thane Mumbai,Mumbai Thane,5 to 10 Year,Ready To Move,Carpet Area,450.0,10444,4,1,1,47.0
Laxmi Om Tanishq Residency ,101 Adharwadi Mumbai Beyond Thane Mumbai,Mumbai Thane,0 to 1 Year,Ready To Move,Built Up Area,675.0,5200,1,1,1,35.1
Laxmi Om Tanishq Residency ,102 Adharwadi Mumbai Beyond Thane Mumbai,Mumbai Thane,0 to 1 Year,Ready To Move,Built Up Area,1060.0,5200,1,2,2,55.1
Peninsula Celestia Spaces ,Parel South Mumbai Mumbai,Parel Mumbai,0 to 1 Year,Ready To Move,Carpet Area,1233.0,39334,16,3,3,485.0
Peninsula Celestia Spaces ,Parel South Mumbai Mumbai,Parel Mumbai,0 to 1 Year,Ready To Move,Carpet Area,866.0,43879,32,2,2,380.0
Dweepmala Baline Dwellings ,Sector 18 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,770.0,11086,2,1,2,51.0
Platinum Palacio ,Sector 23 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,665.0,8307,5,1,1,54.0
Paradise Sai Sapphire ,Sector 20 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1120.0,7727,5,2,2,85.0
Mahaavir Heights ,Sector 17 Roadpali Navi Mumbai Roadpali Navi Mumbai Mumbai,Roadpali Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,675.0,8592,14,1,1,58.0
Vaishnavi Bhawan ,Ghodbunder Road Owale Thane Mumbai,Owale Thane,5 to 10 Year,Ready To Move,Carpet Area,453.0,9713,3,1,1,44.0
Lodha Kiara ,Worli South Mumbai Mumbai,Worli Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1701.0,58788,11,4,5,1000.0
Unnamed Property,Belapur Navi Mumbai Mumbai,Belapur Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,2200.0,11363,11,4,4,250.0
Lodha The Park ,Worli South Mumbai Mumbai,Worli Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1450.0,60000,59,3,4,730.0
Sai Satyam Residency ,Kalyan West Mumbai Beyond Thane Mumbai,Mumbai Thane,5 to 10 Year,Ready To Move,Built Up Area,670.0,5671,5,1,2,38.0
Triveni Ultima Bliss ,Kalyan West Mumbai Beyond Thane Mumbai,Mumbai Thane,1 to 5 Year,Ready To Move,Built Up Area,1545.0,7766,18,3,4,120.0
Unnamed Property,804 Chikhal Dongari Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,650.0,4384,10,1,2,28.5
Unnamed Property,Mazgaon Mumbai Harbour Mumbai,Mumbai Harbour,5 to 10 Year,Ready To Move,Carpet Area,425.0,37647,6,1,2,160.0
Unnamed Property,Sector 20 Airoli Navi Mumbai Mumbai,Airoli Navi-Mumbai,10+ Year,Ready To Move,Built Up Area,550.0,10909,2,1,1,60.0
Unnamed Property,Sector 20 Airoli Navi Mumbai Mumbai,Airoli Navi-Mumbai,10+ Year,Ready To Move,Built Up Area,625.0,12480,3,1,1,78.0
Unnamed Property,Mazgaon Mumbai Harbour Mumbai,Mumbai Harbour,10+ Year,Ready To Move,Carpet Area,400.0,41250,5,1,1,165.0
Aristo Pearl Residency ,Prabhadevi South Mumbai Mumbai,Prabhadevi Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1510.0,34437,5,2,2,520.0
Unnamed Property,Panchpakhadi Thane West Thane West Thane Mumbai,Thane Thane,0 to 1 Year,Ready To Move,Super Built Up Area,700.0,17857,1,1,2,125.0
Space India Vishesh Homes ,111 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,640.0,7578,4,1,1,48.5
Hiranandani Rodas Enclave ,Hiranandani Estate Hiranandani Estate Thane Mumbai,Hiranandani-Estate Thane,1 to 5 Year,Ready To Move,Carpet Area,1352.0,24408,15,3,3,330.0
Reliable Balaji Shrishti ,Kalamboli Navi Mumbai Mumbai,Kalamboli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1090.0,7706,6,2,2,84.0
Ronak Residency ,Roadpali Navi Mumbai Mumbai,Roadpali Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,984.0,7113,6,2,2,70.0
Shree Shivankar CHS ,Matunga South Mumbai Mumbai,Matunga Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1030.0,53398,6,2,2,550.0
Raunak City 2 ,1405 Kalyan West Mumbai Beyond Thane Mumbai,Mumbai Thane,1 to 5 Year,Ready To Move,Super Built Up Area,607.0,6013,14,1,1,36.5
Haware Green Park ,111 Sector 22 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,980.0,5612,0,2,2,55.0
Hiranandani Eagleridge ,Hiranandani Estate Hiranandani Estate Thane Mumbai,Hiranandani-Estate Thane,0 to 1 Year,Ready To Move,Carpet Area,1093.0,28270,23,3,3,309.0
Infinity Avenue ,Sector 8 Ulwe Navi Mumbai 410206 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1000.0,7000,1,2,2,70.0
Progressives Meera Aangan ,Sector 2 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1700.0,10294,7,3,3,175.0
Unnamed Property,101 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1050.0,6676,4,2,2,70.1
Runwal Forests ,3003 Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1075.0,18139,32,2,2,195.0
Runwal Forests ,2601 Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,672.0,18154,26,2,2,122.0
Runwal Forests ,Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,944.0,17478,16,2,2,165.0
Unnamed Property,111 Sector 21 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1150.0,7808,11,2,2,89.8
Gurukrupa Aramus Complex ,010 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,688.0,8575,10,1,1,59.0
Satyam Majestic ,013 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1550.0,8387,13,3,3,130.0
L and T Crescent Bay ,Parel South Mumbai Mumbai,Parel Mumbai,1 to 5 Year,Ready To Move,Carpet Area,2400.0,50000,6,4,4,1200.0
Avicon Levante ,013 Sector 17 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,700.0,8571,8,1,2,60.0
Yash Heights ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,751.0,11984,6,2,2,90.0
Unnamed Property,Sector 9 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1080.0,9629,8,2,2,104.0
JHV Hira Laxmi Heights ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,968.0,9917,13,2,2,96.0
JHV Hira Laxmi Heights ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1065.0,8920,13,2,2,95.0
Neelkanth Heights ,Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1585.0,13249,17,3,3,210.0
B and M Atlantis ,Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,700.0,23571,11,2,2,165.0
Pradeep Aakashi Nidhi CHS ,Ramdev Park Mira Road Mira Road And Beyond Mumbai,Mira Road,10+ Year,Ready To Move,Super Built Up Area,585.0,10769,3,1,2,63.0
Shanti Green Palms ,Sector 15 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1140.0,14035,13,2,2,160.0
Unnamed Property,Kanakia Park Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Carpet Area,675.0,11851,2,2,2,80.0
Lodha Casa Bella Gold ,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,704.0,10227,4,3,2,72.0
Lodha Casa Bella Gold ,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,450.0,7111,1,1,1,32.0
Regency Heights ,0000 Thane West Thane Mumbai,Thane Thane,5 to 10 Year,Ready To Move,Carpet Area,816.0,19607,4,2,2,160.0
Regency Heights ,Thane West Thane Mumbai,Thane Thane,5 to 10 Year,Ready To Move,Carpet Area,1019.0,19627,8,3,3,200.0
Blue Bell ,Dahisar East Mumbai,Dahisar Mumbai,5 to 10 Year,Ready To Move,Carpet Area,480.0,21875,2,2,2,105.0
Unnamed Property,Dahisar West Mumbai,Dahisar Mumbai,5 to 10 Year,Ready To Move,Carpet Area,300.0,21500,2,1,1,64.5
Unnamed Property,603 Dahisar West Mumbai,Dahisar Mumbai,5 to 10 Year,Ready To Move,Carpet Area,430.0,22732,6,1,2,97.8
Unnamed Property,Dahisar West Mumbai,Dahisar Mumbai,5 to 10 Year,Ready To Move,Carpet Area,365.0,21369,3,1,1,78.0
Unnamed Property,Mhatre Wadi Mumbai,Mhatre Wadi,5 to 10 Year,Ready To Move,Carpet Area,550.0,23409,2,2,2,129.0
Unnamed Property,thakurli Mumbai Beyond Thane Mumbai,Mumbai Thane,1 to 5 Year,Ready To Move,Carpet Area,750.0,10000,2,2,2,75.0
Unnamed Property,thakurli Mumbai Beyond Thane Mumbai,Mumbai Thane,1 to 5 Year,Ready To Move,Carpet Area,510.0,10803,5,1,1,55.1
Unnamed Property,thakurli Mumbai Beyond Thane Mumbai,Mumbai Thane,1 to 5 Year,Ready To Move,Carpet Area,500.0,11000,2,1,1,55.0
GHP Powai Vihar Complex ,Near Hiranandani Powai Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Super Built Up Area,950.0,15263,5,2,2,145.0
Aishwarya Heights ,Mulund East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,633.0,31595,8,2,2,200.0
Wadhwa Boulevard ,The Address Opp R City Mall Lbs Marg Ghatkopar West Mumbai Ghatkopar West Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1569.0,21669,10,3,2,340.0
Unnamed Property,Mira Road Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Carpet Area,425.0,15294,6,1,2,65.0
Unnamed Property,Dahisar West Mumbai,Dahisar Mumbai,5 to 10 Year,Ready To Move,Carpet Area,550.0,21818,4,2,2,120.0
Regency Anantam ,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,778.0,11311,23,2,2,88.0
Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,0 to 1 Year,Ready To Move,Carpet Area,525.0,12380,2,1,1,65.0
Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,0 to 1 Year,Ready To Move,Carpet Area,670.0,11940,2,2,2,80.0
Siddhi Belleza ,7th Kutak Bandhan Navi Mumbai Mumbai,Bandhan Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1185.0,8438,7,2,2,100.0
Unique Twins Tower CHS ,7th Floor Sector 20 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1650.0,11212,7,3,3,185.0
Haware Tiara ,14th Sector 13 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1400.0,11785,14,3,3,165.0
Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,0 to 1 Year,Ready To Move,Carpet Area,870.0,12068,2,2,2,105.0
Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,700.0,16428,3,2,2,115.0
Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,750.0,13600,1,2,2,102.0
Lodha Casa Bella ,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,578.0,7439,2,2,2,43.0
Lodha Casa Bella Gold ,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,450.0,7555,1,1,1,34.0
Lodha Casa Bella Gold ,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,630.0,7777,17,2,2,49.0
Lodha Casa Bella Gold ,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Super Built Up Area,585.0,5811,3,1,1,34.0
Giriraj Horizon ,4th Floor Sector 20 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1507.0,11280,4,3,3,170.0
Kesar Gardens ,4th Sector 20 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,610.0,12622,4,1,2,77.0
Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,470.0,9574,1,1,1,45.0
Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,470.0,10638,3,1,1,50.0
Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,430.0,8604,3,1,1,37.0
Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,500.0,10000,2,1,1,50.0
Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,520.0,9615,4,2,2,50.0
Galaxy Orion ,16th Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1077.0,8820,16,2,2,95.0
GHP Woodland Heights ,Sangharsh Nagar Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Built Up Area,530.0,21698,3,1,2,115.0
Dosti Vihar ,Samata Nagar Thane Mumbai,Nagar Thane,1 to 5 Year,Ready To Move,Carpet Area,420.0,19345,7,1,2,81.2
Dosti Vihar ,Samata Nagar Thane Mumbai,Nagar Thane,1 to 5 Year,Ready To Move,Carpet Area,900.0,16722,2,3,2,150.0
Monte South ,Monte South Byculla Mumbai Harbour Mumbai,Mumbai Harbour,0 to 1 Year,Ready To Move,Carpet Area,1150.0,46956,17,3,3,540.0
Monte South ,Byculla Byculla Mumbai Harbour Mumbai,Mumbai Harbour,0 to 1 Year,Ready To Move,Carpet Area,941.0,45058,29,2,2,424.0
Piramal Aranya ,Byculla East Byculla East Mumbai Harbour Mumbai,Mumbai Harbour,0 to 1 Year,Ready To Move,Carpet Area,1420.0,47887,25,3,3,680.0
Lodha The Park ,Worli Worli South Mumbai Mumbai,Worli Mumbai,0 to 1 Year,Ready To Move,Carpet Area,1092.0,63186,40,3,3,690.0
Lodha The Park ,Worli Worli South Mumbai Mumbai,Worli Mumbai,0 to 1 Year,Ready To Move,Carpet Area,893.0,61030,37,2,2,545.0
Piramal Aranya ,Byculla East Byculla East Mumbai Harbour Mumbai,Mumbai Harbour,0 to 1 Year,Ready To Move,Carpet Area,1565.0,47603,21,3,3,745.0
Piramal Aranya ,Byculla East Byculla East Mumbai Harbour Mumbai,Mumbai Harbour,0 to 1 Year,Ready To Move,Carpet Area,2800.0,49107,21,4,4,1375.0
Piramal Aranya ,Byculla East Byculla East Mumbai Harbour Mumbai,Mumbai Harbour,0 to 1 Year,Ready To Move,Carpet Area,1080.0,50925,18,2,2,550.0
Piramal Aranya ,Byculla East Byculla East Mumbai Harbour Mumbai,Mumbai Harbour,0 to 1 Year,Ready To Move,Carpet Area,2080.0,51682,19,4,4,1075.0
Rohan Lifescapes Prithvii ,Ghatkopar West Ghatkopar West Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,1313.0,26656,2,3,4,350.0
Lodha New Cuffe Parade ,Lodha New Cuffe Parade wadala Wadala Mumbai Harbour Mumbai,Mumbai Harbour,0 to 1 Year,Ready To Move,Carpet Area,1076.0,36245,42,3,2,390.0
Unnamed Property,101 Sector 29 Vashi Navi Mumbai Mumbai,Vashi Navi-Mumbai,5 to 10 Year,Ready To Move,Carpet Area,1000.0,30000,1,3,2,300.0
L and T Crescent Bay ,Parel Parel South Mumbai Mumbai,Parel Mumbai,0 to 1 Year,Ready To Move,Carpet Area,882.0,39682,25,2,2,350.0
L and T Crescent Bay ,Parel Parel South Mumbai Mumbai,Parel Mumbai,0 to 1 Year,Ready To Move,Carpet Area,2400.0,50000,48,4,4,1200.0
Fortune Springs ,1002 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,660.0,9848,11,1,2,65.0
Lodha Codename Bullseye ,Gcc Club Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,980.0,11428,17,2,2,112.0
Lodha Codename Bullseye ,Gcc Club Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,760.0,8289,15,1,2,63.0
JP North ,Vinay Nagar Mira Road East Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,585.0,14720,17,1,1,58.0
Satyam Imperial Heights ,Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,2300.0,24304,34,4,4,559.0
Unnamed Property,Sector 10 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,10+ Year,Ready To Move,Built Up Area,1160.0,7758,12,2,2,90.0
Gujrat Indralok Heights ,Bhayander East Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,615.0,10081,3,1,1,62.0
Giriraj Sarvoday Greens ,Bhiwandi Mumbai Beyond Thane Mumbai,Mumbai Thane,0 to 1 Year,Ready To Move,Carpet Area,480.0,6250,10,1,2,30.0
Cosmos Park ,kavesar Thane Mumbai,Kavesar Thane,5 to 10 Year,Ready To Move,Super Built Up Area,1085.0,9677,5,3,3,105.0
Unnamed Property,Bhandup West Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,650.0,12000,4,1,2,78.0
Orovia Phase 1 ,0000 Hiranandani Estate Thane Mumbai,Hiranandani-Estate Thane,0 to 1 Year,Ready To Move,Carpet Area,1350.0,11851,12,3,2,160.0
Unnamed Property,Bhayander East Mira Road And Beyond Mumbai,Mira Road,10+ Year,Ready To Move,Built Up Area,325.0,8923,0,1,1,29.0
Unnamed Property,Behind Vakola Church Vakola Mumbai South West Mumbai,Vakola Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,650.0,16923,4,1,1,110.0
Unnamed Property,001 Andheri West Mumbai,Andheri Mumbai,10+ Year,Ready To Move,Carpet Area,1100.0,38636,15,3,3,425.0
Oberoi Springs ,001 Andheri West Mumbai,Andheri Mumbai,5 to 10 Year,Ready To Move,Carpet Area,1700.0,61764,28,6,4,1050.0
Unnamed Property,001 Lokhandwala Andheri West Mumbai,Lokhandwala Andheri,10+ Year,Ready To Move,Carpet Area,1100.0,34545,3,3,3,380.0
Unnamed Property,Off Main Road Sector 18 Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,10+ Year,Ready To Move,Super Built Up Area,1000.0,9500,1,2,2,95.0
Unnamed Property,Main Road Sector 6 Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,10+ Year,Ready To Move,Super Built Up Area,1000.0,12500,3,2,2,125.0
Kishor Kunj ,Virar Mira Road And Beyond Mumbai,Mira Road,10+ Year,Ready To Move,Super Built Up Area,850.0,4765,3,2,2,40.5
Avishi Skyline Complex ,Manda Mumbai Beyond Thane Mumbai,Mumbai Thane,0 to 1 Year,Ready To Move,Carpet Area,410.0,7707,1,1,1,31.6
Simran Sapphire ,0000 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1150.0,9739,9,2,2,112.0
Sunshine Solaris ,Virar West Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,725.0,4166,4,1,2,30.2
Mukti Shantinath Tower ,Virar West Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,925.0,4270,7,2,2,39.5
Ravi Gaurav City ,Mira Road East Mira Road And Beyond Mumbai,Mira Road,10+ Year,Ready To Move,Super Built Up Area,500.0,8400,7,1,1,42.0
Kotharis Seven Eleven Complex ,Bevarly Park Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,965.0,7772,3,2,2,75.0
Salangpur Salasar Aangan ,Kanakia Park Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Super Built Up Area,450.0,9333,0,1,1,42.0
Basudeo Vasudev Planet ,Mira Road Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Super Built Up Area,945.0,8253,12,2,2,78.0
Unnamed Property,1st Chandan Shanti Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Super Built Up Area,550.0,9636,1,1,1,53.0
Neelsidhi Anexo ,Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,0 to 1 Year,Ready To Move,Carpet Area,438.0,23059,9,1,2,101.0
Vijay Orion ,kavesar Thane Mumbai,Kavesar Thane,1 to 5 Year,Ready To Move,Carpet Area,2200.0,17272,15,4,4,380.0
Unnamed Property,Opp Apna Bank Sector 18 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,980.0,6684,6,2,2,65.5
Tapovan Aura ,Prime Locality Of Sector 9 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1165.0,8154,13,2,2,95.0
Unnamed Property,Waghbil Thane Mumbai,Waghbil Thane,5 to 10 Year,Ready To Move,Carpet Area,669.0,19431,26,2,2,130.0
Dedhia El Canto ,Dongripada Thane Mumbai,Dongripada Thane,1 to 5 Year,Ready To Move,Carpet Area,720.0,17361,12,2,2,125.0
Vijay Enclave ,Vijay Nagari Thane Mumbai,Nagari Thane,10+ Year,Ready To Move,Carpet Area,1190.0,11764,8,3,3,140.0
Vijay Galaxy ,506 Vijay Nagari Thane Mumbai,Nagari Thane,1 to 5 Year,Ready To Move,Carpet Area,638.0,16927,5,2,2,108.0
Paradise Sai World City ,2000 Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,3090.0,9385,20,4,4,290.0
Paradise Sai Mannat ,600 Sector 34A Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1305.0,10727,24,2,2,140.0
Meena Residency ,1000 Sector 36 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1700.0,7647,4,3,3,130.0
RS Exotica ,500 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1100.0,10454,5,2,2,115.0
VCON Athens ,300 Sector 35E Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,670.0,10149,6,1,1,68.0
Piramal Vaikunth ,Balkum Thane Mumbai,Balkum Thane,0 to 1 Year,Ready To Move,Carpet Area,1370.0,21897,7,3,3,300.0
Unnamed Property,Sector 9 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1100.0,14090,3,3,3,155.0
Unnamed Property,1604 Sector 24 Taloja Navi Mumbai Mumbai,Taloja Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,700.0,11428,16,2,2,80.0
Ashar Edge ,Pokhran 2 Thane Mumbai,Pokhran Thane,0 to 1 Year,Ready To Move,Super Built Up Area,1484.0,18867,30,3,3,280.0
Ashar Edge ,Pokhran 2 Thane Mumbai,Pokhran Thane,0 to 1 Year,Ready To Move,Super Built Up Area,684.0,16081,30,1,2,110.0
Ashar Edge ,Pokhran 2 Thane Mumbai,Pokhran Thane,0 to 1 Year,Ready To Move,Super Built Up Area,964.0,17116,30,2,2,165.0
Ashar Edge ,Pokhran 2 Thane Mumbai,Pokhran Thane,0 to 1 Year,Ready To Move,Carpet Area,727.0,21870,30,2,2,159.0
Runwal Dahlia ,0000 Balkum Thane Mumbai,Balkum Thane,1 to 5 Year,Ready To Move,Carpet Area,1174.0,17887,25,3,3,210.0
Bredco Viceroy Court ,701 Kandivali East Mumbai,Kandivali Mumbai,10+ Year,Ready To Move,Super Built Up Area,990.0,19696,8,2,2,195.0
Saivijay Kamalja ,Sector 9 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Built Up Area,1100.0,8181,5,2,2,90.0
Lodha Codename Bullseye ,2001 Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Carpet Area,668.0,16616,23,2,2,111.0
Bhoomi Elegant ,Kandivali East Mumbai,Kandivali Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,610.0,15081,3,1,2,92.0
Bhoomi Elegant ,Kandivali East Mumbai,Kandivali Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,610.0,14590,4,1,2,89.0
